God names,WtbD(Words to be defined)
,"Ibbi-Suen 𒀭𒄿𒉈𒀭𒂗𒍪 (Ibbisuen)  possible logographic meaning, logographically composed of the signs: 𒀭d-𒄿i-𒉈bi₂-𒀭d-𒂗𒍪suen"
,
,"E-namtila 𒂍𒉆𒋾𒆷  possible logographic meaning: ""house of life""/""house of creation"", logographically composed of the signs: 𒂍 e₂-𒉆nam ""administrative term for absent figure, fate, destiny; determined order; will, testament; (a derivational morpheme used for making nouns from nouns, particularly abstracts); concern, lord""-𒋾til₃ ""(to be) complete, completed; (to be) old, long-lasting; to make complete, end, finish (off), to live (of a single person); to keep alive, sustain; to sit (down); to dwell; to be magnetic, grapevine""-𒆷la"
,"Hursaj-kalama 𒄯𒊕𒌧𒈠/𒄯𒊕𒌧𒈠𒆤 (Hursaŋkalamak)/ 𒄯𒊕𒂵𒇴𒈠 (Hursaŋgalama)possible logographic meaning: ""cella of Enlil on the ziggurat at Nippur/Tell Ingharra (sector of Kish (possibly becoming its own city) where Innana was worshipped with her temple there, as  opposed to Zababba orrshipped in Kish proper""- logographically composed of the signs: ḫur-saŋ-ga-lam-ma"
,
,
,"Kec 𒋙𒀭𒄲𒆠/𒋙𒀭𒄲 (Keš) possible logographic meaning, logographically composed of the signs: 𒋙𒀭𒄲keš₃-𒆠ki/𒋙šuš₂/šu₂ -𒀭an-𒄲HIxGAD/HIxGADA ""unknown meaning"
,"Gu-aba 𒄘𒀊𒁀𒆠/𒄘𒀊𒁀 (Guʾabak)  possible logographic meaning, logographically composed of the signs: 𒄘gu₂-𒀊ab-𒁀ba-𒆠ki"
,"Kinirca 𒆠𒉪𒊭𒆠/𒆠𒉪𒊭 (Kinirša) possible logographic meaning, logographically composed of the signs: 𒆠ki-𒉪nir ""lord; authority; lordly; pure, stretch, to winnow""-𒊭 ša ""(compound verb verbal element), to snap off, the one of-𒆠ki"
,"Nijin 𒀏𒆠/𒀏 niŋin₆ ""the city of Nig̃in or Nina""-ki"
,Sirara 𒌓𒈣𒀏𒆠𒋳 sirara₆/𒌓𒈣𒀏𒋳𒆠	sirara₃-ki
,"Id-nuna-nanna canal  𒀀𒇉𒉣𒈾𒀭𒋀𒆠𒅗 (Idnunananna)  possible logographic meaning: ""The Watercourse of Prince Nanna (Suen)""/[""The (offical) Watercourse of Prince Nanna (Suen)""- note: not a literal translation,but logogram may indicate a special connection to the Moon-God in that he may have personally oversaw the watercouse or created it (first thoughts interpretation could be way off).], logographically composed of the signs:𒀀𒇉id₂-𒉣nun-𒈾na-𒀭d-𒋀𒆠nanna-𒅗ka"
,E-danna (Settlement) 𒂍𒆜𒁍(𒆠)/𒂍𒆜𒁍𒁕𒈾(𒆠) - see danna
,"Gaec (Settlement) 𒂵𒌍𒆠/𒂵𒆜𒆠 (Gaeš)  possible logographic meaning, logographically composed of the signs:ga-eš/ga-eš₈ ""a long distance trader; tax collector, customs collector"""
,"Accu (Settlement) 𒀸𒋗𒆠/𒀸𒋙 (Aššu) possible logographic meaning, logographically composed of the signs: aš-šu/šu₂-ki"
,"E-puhruma (Temple) 𒂍𒁍𒌔𒊒𒌝𒈠 (Epuhruma)  possible logographic meaning, logographically composed of the signs: 𒂍e₂-𒁍pu-𒌔uḫ₂-𒊒ru-𒌝um-𒈠ma"
,"Ki-abrig (Settlement) 𒆠𒉣𒈨𒁺𒆠/𒆠𒀊𒊑𒂵 (Kiʾabrig) possible logographic meaning, logographically composed of the signs:𒆠ki-𒉣𒈨𒁺abrig ""a cultic functionary""-𒆠ki/ki-ab-ri-ga"
,"Ja-bur (Temple) 𒂷𒁓/𒂷𒁓𒊏 (Ŋabura) possible logographic meaning, logographically composed of the signs: 𒂷ŋa₂ ""house; stall""-𒁓bur ""(stone) bowl; (food) offering, sacrifice; meal(-time); pond, a garment, to spread out, cover; to release, free; to reveal, to tear out, a unit of area; a unit of volume""-𒊏ra"
,"E-gida (Temple) 𒂍𒁍𒁕 (Egida) possible logographic meaning, logographically composed of the signs: 𒂍e₂-𒁍gid₂-𒁕da"
,"E-nutura (Temple) 𒂍𒉡𒌉𒊏 possible logographic meaning, logographically composed of the signs:𒂍e₂-𒉡nu-𒌉tur-𒊏ra"
,"Jicbanda (Temple/Settlement/Divine Name) 𒄑𒌉𒁕/𒄑𒌉𒁕𒆠 (Ŋešbanda) possible logographic meaning, logographically composed of the signs: 𒄑ŋeš-𒌉banda₃-𒁕da"
,"Kuara (Settlement) 𒀀𒄩𒆠/𒄩𒀀(𒆠)(Kuʾara) possible logographic meaning, logographically composed of the signs:	𒀀𒄩kuara₂/𒄩𒀀kuara "
,"[shullat and hanish?]Ka-hejala 𒀭𒅗𒃶𒅅(Kaheŋala) and Igi-hejala,𒀭𒅆𒃶𒅅(Igiheŋala) (Divine Name) possible logographic meaning, logographically composed of the signs:𒅗 ka ""(compound verb verbal element), (an official?), part of a wagon, (unknown meaning), part of a wagon""mouth; opening; inlet, mouth (of a canal or river); beginning""- 𒅆 igi ""eye; carved eye (for statues); hub (of a wheel); mesh, a mathematical term (math.), reciprocal, face; front; first, earlier; reciprocal; hyena?""-𒃶𒅅 ḫe₂-ŋal₂ ""plenty""( lit. “let there be”)/ 𒃶 ḫe₂ ""whether""/gan ""to bear offspring, young; child-bearing""-𒅅 ""⟦be⟧ to be (there, at hand, available); to exist; to put, place, lay down; to have; to provide, (compound verb nominal element), to open, (neo.assyr.) to guard, protect"""
,
,"bursaj building 𒁓𒊕 (Building/Offering/Servant)possible logographic meaning: (a type of storehouse?), logographically composed of the signs: 𒁓bur  ""(stone) bowl; (food) offering, sacrifice; meal(-time); pond, a garment, priest, to spread out, cover; to release, free; to reveal, to tear out, a unit of area; a unit of volume""-𒊕saŋ ""head; top; top quality; capital; person, people; slave; corpse; short side (of a field); side (math.); front; bulb (of alliums); first; first part, beginning; principal; people; former, to choose; choice"""
,"unuribanda (locus)𒋼𒀕𒊑𒌉(𒁕)(unu₂.RI.banda₃) logographic meaning: ""a sacred area"", logographically composed of the signs:𒋼𒀕unu₂ "" alternative of unu/unug ""banquet; dining room; the most sacred part of a temple; seat, throne; dwelling, domicile, abode"", adornment, jewelry; jewelry box, upper cheek; mouth4, girl, young woman, meal, food; meal(-time); table, (wooden) stick""-𒊑RI ""(unknown meaning), to lay down, cast, place; to set in place, imbue; to lean on; to impose; to throw down; to release, let go; to walk along; to pour out; to lead away; to ride; to walk along, (to be) distant, to cry out""-𒌉banda₃ ""(to be) junior; child; (to be) wild, fierce, quotient, sagacity, stanchion, support""-𒁕da/banda₃-da""(to be) junior; child; (to be) wild, fierce, quotient, sagacity, stanchion, support"""
,"Gayau (Divine Name) 𒀭𒂵𒀀𒀀𒌑/𒀭𒂵𒀀𒌑 (Gayayu) possible logographic meaning, logographically composed of the signs: d-ga-a ""water; watercourse; semen, sperm; progeny; flood; son, arm; plow handle; side; wing; horn; strength; power; wage, wages; rent; strap; part of a scale; weapon; work, a cry of woe; to cry, groan""-a-u₂ ""and; but; also, bed, (compound verb nominal element), defeat, emery, sheep, ewe, grass, herb; bread, loaf; food; pasture; plant(s); grass-fed, horn, load, oil, peace, pitfall, to ride; an attachment to a plow or harrow; upper pivot of a door; ship's cabin; to gain control; to sail a ship; to alloy (of metals)?; (to be) high; (to be) great, sleep, ""/d-ga-aya₂ ""a cry of woe; to cry, groan, father""-u₂/ a-a/aya ""water; watercourse; semen, sperm; progeny; flood; son, a cry of woe; to cry, groan, father"""
,"Cuni-dug (Divine Name) 𒀭𒋗𒉌𒄭/𒀭𒋗𒉌𒌌(Šunidug) possible logographic meaning, logographically composed of the signs:  𒀭d-𒋗šu-𒉌ni-𒄭dug₃/𒀭d-𒋗šu-𒉌ni-𒌌du₇"
,"Dubla-mah (Temple) 𒁾𒇲𒈤 (Dublamah) possible logographic meaning, logographically composed of the signs:𒁾dub ""to strew; to heap up, pile, pour; to whirl up (a duststorm); pile up, heap, knee, tablet, to tremble, make tremble; to push away, down; to smash, crush, abolish; to flatten, chest; coffin""-𒇲la₂-𒈤 maḫ ""(to be) great; to make great, (to be) mature, milk producing (of cows)"""
,"usga-priests 𒊻𒂵(uzga [priest]/or  (𒍖𒂵ušga [youth]) possible logographic meaning: ""a priest; goods, treasure"", logographically composed of the signs: 	uz-ga"
,"E-temen-ni-guru (Temple) 𒂍𒋼𒉎𒅍/𒂍𒋼𒉎𒅍𒊒(Etemenniguru) possible logographic meaning, logographically composed of the signs: 	e₂-temen-ni₂-guru₃/gur₃-ru"
,"Upsukkinaku (Temple/Assembly) (Ubšuʾunkenak/ubšuʾunkinak) 𒌒𒋗𒌺𒈾/𒌒𒋗𒌺𒈾𒅗/𒌒𒋗𒆥𒈾𒅗 ŠU<(ubšukkinnakku)>ku₁₃ logographic meaning: ""Court of Assembly"", logographically composed of the signs: 𒌒ub ""corner, recess; part of a door, to enunciate""/ar₂ ""hymn of) praise; fame; to celebrate, praise, ruin""-𒋗šu ""hand; talon, claw; paw; favor; a cloth; strength; bunch, pestle, pounder, muller; a stone or shell""-𒌺unken/unkin ""assembly""-𒈾na-𒅗ka/𒌒ub-𒋗šu-𒆥kin ""sickle""/kiŋ₂ ""work; to work (something); message, (to be) pointed, to seek, search""-𒈾na-𒅗ka
"
,"Gruesome-Battle and Strife possible logographic meaning, logographically composed of the signs: Need to find a proper transliteration"
,"Overthrows-All-Formations possible logographic meaning, logographically composed of the signs: Need to find a proper transliteration"
,"E-sara/Esharra 𒂍𒊬/𒂍𒊹𒊏/𒂍𒊬𒊏 (Ešara) logographic meaning  ""House of the Universe"", logographically composed of the signs: 𒂍e₂-𒊬šar ""to make splendid""/𒂍e₂-𒊹šar₂ ""to slaughter,(to be) perfect?, to mix; (to be) mixed, 3600; totality, world; a unit of area; (to be) numerous; to make numerous, a designation of cloth""-𒊏ra"
,"Nibiru 𒀭𒉌𒁉𒊒/𒀭𒉈𒁉𒊒 (Neberu) possible logographic meaning, logographically composed of the signs: d-ne₂/ne-be₂-ru"
,"Arahtu canal 𒀀𒇉𒀀𒊏𒄴𒌈 possible logographic meaning, logographically composed of the signs:𒀀𒇉 id₂-𒀀a-𒊏ra-𒄴aḫ/eḫ ""saliva, spittle; phlegm, mucus, sputum; a paste; foam, scum; poison; copper slag""/ eḫ""insect(s), bug(s); moth, louse, flea; head-louse; to have lice""-𒌈tum ""(to be) suitable, appropriate; (to make) suitable, appropriate, to bring; to take, cross-beam"""
,"Cuthah 𒄘𒂃𒀀𒆠/𒄘𒂃𒀀 (Gudua) possible logographic meaning, logographically composed of the signs: 	 𒄘gu₂-𒂃du₈-𒀀a-𒆠ki"
,"Borsippa 𒂦𒋛𒀊𒁀𒆠/𒂦𒋛𒀊𒁀 (Badsiabba) possible logographic meaning, logographically composed of the signs:𒂦bad₃ ""wall, fortification""-𒋛si-𒀊ab ""cow, sea, window, window opening; roof vent; specification of a mash-tub""-𒁀ba""to allot; to divide into shares, share, halve; to present; allotment, share, a marine creature?, a garment""/(bad) ""to open, undo; (to be) remote; to thresh grain with a threshing sledge; to close, wall, fortification, half; thirty, a cutting tool; tool for preparing flax""/𒀊𒁀ab-ba ""father; old (person); elder; an official, witness""-𒆠ki"
,"Akitu-house  𒀉𒆠𒋾(akiti [feastival/month name) logographic meaning: a festival at new year; month name"", logographically composed of the signs:𒀉a₂-𒆠ki-𒋾ti"
,"Esiskur (Temple name) 𒂍𒀬𒀬/𒂍𒀬 logographic meaning: ""House of prayer"", logographically composed of the signs: 𒀬𒀬siškur₂/siškur𒀬  ""prayer, blessing; offering, sacrifice, rites; to pour (a libation), offer a sacrifice; to intercede"""
,"Bit-Karkara 𒅎𒆠/ 𒅗𒅎𒆠(Karkarak) possible logographic meaning, logographically composed of the signs: 𒅗ka-𒅎karkar-𒆠ki"
,"Namzidtara 𒉆𒍣𒋻/𒉆𒍣𒋻𒊏 possible logographic meaning, logographically composed of the signs: 𒉆nam ""administrative term for absent figure, fate, destiny; determined order; will, testament; (a derivational morpheme used for making nouns from nouns, particularly abstracts); concern, lord""-𒍣zid ""to chirp (birds), to cut, remove; to erase; to pluck; tear out?; to blink, life; throat; breath""-𒋻tar ""to cut; to cut down; to untie, loosen; to scatter, disperse; to decide, decree; to cut, tear apart, a disease, (compound verb verbal element), a disease, a garment""-𒊏 ra"
,"E-halanki 𒂍𒄬𒀭𒆠[alt?: 𒄬𒀭𒆬 (Halankug)] logographic meaning: ""House of the secrets of heaven and the netherworld"", logographically composed of the signs:        
𒂍é-𒄬ḫal  ""to divide, deal out, distribute; to perform an extispicy; to open; a secret; to pour away; to sieve; to slink, crawl away; a qualification of grain, a basket, a basket,to roll (around), upper thigh, a stick, metal part of the donkey harness""/hala ""inheritance share, lot; to divide up""-𒀭an-𒆠ki"
,"E-temen-anki 𒂍𒋼𒈨𒀭𒆠/𒂍𒋼𒈨𒂗𒀭𒆠(Etemenanki)[ziggurat of Marduk at Babylon] possible logographic meaning: ""House Suitable for the Lord of Heaven and Earth"", logographically composed of the signs:𒂍e₂-𒋼te ""cheek""-𒈨me ""Being, divine properties enabling cosmic activity, rites; (cultic) ordinance; office; prayer, battle; combat, to be, desire; sexual power, virility, to wash, refine, silence, stiffness""/ 𒈨𒋼/𒋼𒈨mete ""appropriate thing, ornament, image, one's own, self"" -𒂗en ""lord; master; ruler, a priest, priestess""-𒀭an-𒆠ki"
,"elmesu-stone[akk.]  𒋤𒁺𒉘/𒋤𒉘/ 𒋢𒁕𒉘(sudaŋ)/(sud.aga)  logographic meaning: ""a precious metal or material (possibly amber); (to be) shiny"", logographically composed of the signs: 𒋤sud-𒁺ra₂-𒉘aŋ₂/𒋢su-𒁕da-𒉘aŋ₂"
,"zaginduru-stone 𒍝𒆳𒌅/𒎎𒍝𒆳𒀀) logographic meaning: ""Lapis"", logographically composed of the signs: 𒍝za-𒆳gin₃ ""mountain(s)""-𒌅tur₅  ""(young) child, (to be) ill, sick; illness, disease, (to be) small; (to be) young; (to be) narrow; to reduce, diminish; to subtract; to deduct; to shred""/𒎎na₄-𒍝za-𒆳gin₃-𒀀duru₅ ""(to be) soft; (to be) wet, irrigated, damp, moist; (to be) fresh"""
,"taklimu-offerings [Sumerian] 𒉘𒉻𒀭𒈹/𒉘𒁕𒁀 (aŋdaba [old-babylonian/neo-assyr.])  logographic meaning: ""bread offering"", logographically composed of the signs: aŋ₂-nidba/aŋ₂-da-ba"
,"E-meslam 𒂍𒈩𒇴(𒈠)/𒂍𒈨𒀊𒇴 possible logographic meaning, logographically composed of the signs: 𒂍e₂-𒈩mes ""blackness, black spot; black wood, hero; young man; (to be) manly, a tree, hackberry""-𒇴lam""(compound noun nominal element),cutting, to flourish; to make grow luxuriantly, nut-bearing tree, almond; sapling""-𒈠ma/𒂍e₂-𒈨me ""Being, divine properties enabling cosmic activity, rites; (cultic) ordinance; office; prayer"", battle; combat, to be, desire; sexual power, virility, heaven, stiffness, we""-𒀊eš₃ ""shrine; an establishment,three; triplets""-𒇴lam"
,"kidinnu(akk) 𒂬 (ubara [PROTECTION])(OB) logographic meaning: ""divine protection"", logographically composed of the signs: EZEN X KASKAL [""festival"" X ""way, road; journey, caravan; military campaign""]"
,
,"Imgur-Ellil 𒅎𒄥𒀭𒂗𒆤 (Imgur-Enlil)  possible logographic meaning: ""inner city wall of Babylon"", logographically composed of the signs:  𒅎 im-𒄥gur/((𒅎𒄥 Imgur- ""envelope"")-d-en-lil₂"
,"Sutean 𒋢𒋾𒌝/𒋢𒋾𒌝𒆠 possible logographic meaning, logographically composed of the signs: 𒋢su-𒋾ti-𒌝um-(ki)"
,"Parsa 𒆳𒋾𒆠/𒁖𒊓𒀀𒆳𒋾𒆠 possible logographic meaning, logographically composed of the signs: 𒆳𒋾 parsa-𒆠ki/𒁖par₃-𒊓sa-𒀀a-𒆳𒋾parsa-𒆠ki"
,"E-ugal 𒂍𒌋𒃲/𒂍𒆋 possible logographic meaning, logographically composed of the signs:𒌋u-𒃲gal/𒆋(KA x UŠ) ""unknown meaning"""
,
,"Sea-land 𒍍𒆬/𒍍𒆬𒂵𒆠  possible logographic meaning, logographically composed of the signs:𒍍uru₂-𒆬kug/𒍍uru₂-𒆬kug-𒂵ga-𒆠ki"
,
,"Assyrian 𒀸𒋩𒆠(geograpphic area/settlement)/𒁄𒌀𒆠 (settlement) Aššur   possible logographic meaning, logographically composed of the signs: 𒀸aš-𒋩šur-𒆠ki/𒁄 BAL-𒌀TIL-𒆠ki"
,"Kassite 𒅗𒀸𒋗𒌑 Kaššu   possible logographic meaning, logographically composed of the signs: 𒅗ka-𒀸aš-𒋗šu-𒌑u₂"
,"Lullubaean 𒇻𒇻𒁍𒌝/𒈜𒈜𒁉𒀀 (Lullubi)  possible logographic meaning, logographically composed of the signs: 𒇻lu-𒇻lu-𒁍bu-𒌝um/𒈜lu₅-𒈜lu₅-𒁉bi-𒀀a"
,
,
,"nindabu-offering 𒉻𒀭𒈹/𒉻𒈹(nindaba)  possible logographic meaning, logographically composed of the signs: 𒉻𒀭𒈹nindaba/𒉻𒈹nidba₂"
,"qutrinnu-offering 𒈾𒉈/𒈾𒊑(nadeg [INCENSE])(Akk. qutrēnu) /(𐎖𐎉𐎗 ugaritic. qṭr = smoke) possible logographic meaning: Smoke offering  logographic meaning: ""incense""/""incense, purified, cleansed,advisor; advice"" logographically composed of the signs:𒈾na-𒉈de₃/𒈾na-𒊑degₓ(RI)"
,"kukubu-vessel 𒂁𒆪𒆪𒁍/𒂁𒆪𒊌𒆪𒁍 (kukkubu)  possible logographic meaning: A type of vessel, logographically composed of the signs:𒂁dug-𒆪ku-𒆪ku-𒁍bu/𒂁dug-𒆪ku-𒊌uk-𒆪ku-𒁍bu"
,"Labarna 𒆷𒁀𒅈𒈾(Luwian/ ""Tabarna ""Hattic"") Hittite for ruler  possible logographic meaning, logographically composed of the signs: 𒆷la-𒁀ba-𒅈ar-𒈾na"
,"Culgi/Shulgi 𒀭𒂄𒄀/𒂄𒄀(Šulgir)  possible logographic meaning, logographically composed of the signs: 𒀭d-𒂄šul-𒄀gi"
,"Saphon/Tsaphon/Zaphon[ 𐎕𐎔𐎐 (Ṣapānu/Ugaritic)/ ḏꜣpwnꜣ (Egyptian)]/𒁍𒈾 (Ṣapūna)[Akkadian]/𒆳𒄑𒂞𒋻(Kurerinkud/ Mountain of Cedar Felling )/𒆳𒄑𒂞𒆠(Kureren /Mountain of Cedar)/𒄩𒍣/ Mount Hazzi 𒍝𒄩𒊍𒍣 (Hazi/Hazzi)[Hurro-Hittite]/  possible logographic meaning, logographically composed of the signs:"
,"marzeah 𐎎𐎗𐎇𐎈𐎅(mrzḥh/Ugaritic)/𒈥𒍝𒂦( mar-za-u9/Assyrian)/מַרְזֵחַ (Hebrew) possibly related to Sumerian 𒈥𒍝(marza)(""cult practice; rites; prebend"")  possible logographic meaning, logographically composed of the signs:"
,"Memphis mn-nfr (mɛn nɛfɛr)[Egyptian]/𒈨𒅎𒉿(mempi)[assyr]  possible logographic meaning, logographically composed of the signs:"
,"Kaphtor 𐎋𐎔𐎚𐎗(Kptr) [ugaritic/𒅗𒀊𒋫𒊒 Kabtaru/𒅗𒀊𒋫𒊑(𒌈/𒁺) Kabtari(Kabtaritum)/𒆏𒋫𒊒𒌑(Kabtaru)(Mari)/𒆳𒂂𒊑𒆳(𒂂𒊑𒆠)(𒅗𒀊𒌓𒊑)Kabturi(Kapturi)  possible logographic meaning, logographically composed of the signs:"
,"Mount Khurshan-zurkas 𐎃𐎗𐎌𐎐𐎇𐎗𐎋𐎒  {Mt. Lebanon?} possible logographic meaning, logographically composed of the signs: 𐎃𐎗𐎌𐎐 (ḫršn)-𐎇𐎗𐎋𐎒 (zrks)-𒄯𒊕𒋛𒀀  akk. Hursanu-zarqu(zaqāru/zarāqu)/𒄯𒊕𒋛𒀀 sumer.hursaŋ-dirig/ 𒄯𒊕𒋤 sumer.hursaŋ-su  [note: semitic hrsn synonymous w/ חֻרְשָׁה (khurshá, “grove”/ז־ר־ק • (z-r-q) Related to throwing, tossing, sprinkling/arabic ز ر ق • (z r q) related to shining, to being dazzling, piercingly bright, blinding, to be glistening; by extension, the color blue, sky-colored) hursag- ""mountain, foothills; steppe""/dirig(zaqāru)-""to exceed, to be more than, surpass; (to be) very great, supreme, excellent; (to be) powerful, competent; (to be) big, huge; (to be) abundant; (to be) surplus; to set on, over, above; to set against; to make more than; to project, stick up; radiance; to build high; to stand""]/su (zarāqu) “""to sprinkle, strew; to adorn, decorate"""
,"Inbb [ugaritic]/Enibaba [hurrian](the mountain Inbubu) 𐎛 𐎐𐎁 𐎁/(𒂗𒁍𒌑𒁍𒌑?)[akk. enbuʾu]/(𒂗𒁍𒁍)[akk. enbubu] possible logographic meaning Hurrian- eni = God-paba = Moutain, logographically composed of the signs:ugarit: ỉn/êna ""non-existence; there is not"""
,"Shunem (𐎌𐎐𐎎 šnm)/ 𒋗𒈾𒈠 (Akk. Shunama) logographic meaning, etymology is unlear with three possible interpretations: 1. Egyptian šnm From s- (causative prefix) +‎ wnm (“to eat”). (transitive) to feed (someone or something), to provide with food, (transitive) to feed (a person or animal) (+ m: with (a food)) [since the Old Kingdom], (transitive) to fatten, to force-feed (poultry) by gavage [Old Kingdom], (transitive) to ‘feed’ (gods or the dead) by providing offerings of food; to sacrifice food to; likely cognate with arabic سَنَّ • (sanna) “to sharpen, to whet, to hone, to grind, to mold, to shape, to form, to prescribe, to introduce, to enact, to institute, to establish a method سَنَّ (sanna, “to establish (a law, custom, etc.)”).”/ 2. سَنَة • (sana) “year” From Proto-Semitic *šanat- ”year,season”, compare Hebrew שָׁנָה, 𒈬 mu Akk. šattu/šattum./3.  Ugaritic 𐎌𐎐𐎚 (šnt) “year, sleep” From Proto-Semitic *šinat- (“sleep”). Cognate with Akkadian 𒋗𒌓𒌈 (šuttum, “dream”)𒅇𒁲 u₃-sa₂ (usag)𒅇 u₃ (u) “sleep” Akk. šittu/šittum, Hebrew שֵׁנָה (šēnā, “sleep, slumber”), Mehri شنيت (“sleep, slumber”) [Shunem may refer to both years and sleep as an allusion to time, or possibly seasons]. Located at modern day Sulam borrowed from Akkadian 𒄑𒄿𒇻 (simmiltum, “stair; stairs; ladder”); cognate with Aramaic סוּלַם (sulam), Arabic سُلَّم (sullam), סולם / סֻלָּם • (sulám) (music) scale, ladder borrowed from the same etymon.] [More possible etymologies for snm šeg gi 𒅝𒄄 (šeg₁₁ gi₄)""to make noise"" Akk. šagāmu./ ilim 𒄿𒅆 (i-lim) ""radiance; deathly silence""Akk. šalummatu; šaqummatu.] [final note: 𒋗𒉏 šu-nim šunim [SPRING] N (11x) Old Babylonian, Middle Babylonian, Neo-Assyrian wr. šu-nim ""spring time; early, spring; be early""/𒌑𒋗𒈬 u₂šu-mu šumun [GRASS] N (ES) (10x) Old Babylonian, Neo-Assyrian, Hellenistic wr. u₂šu-mu; u₂šu-mu-un; šu-mu; šu-mu-un ""alfalfa grass""]
"
,
,"Ayamari; Driver 𐎀𐎎𐎗 (ảmr /ʾamara/) logographic meaning: to see,to say, cognate with igi sig 𒅆𒋧 (igi sig₁₀)  akk.amāru/naplusu [possibly also cognate with: dug 𒅗 dug₄ ""to speak, talk, say; to order; to do, perform; to negotiate"" Akk. atwû; dabābu; epēšu; qabû. *reasoning* {akk atwu = awu -> amu}"
,"Yagrush, chaser  ygrš  from 𐎐𐎂𐎌 (ngš)  logographic meaning: to chase, pursue, cognate with dal 𒊑 (dal) ""to fly; to cause to fly; to chase away (birds)"" Akk. naprušu [possibly also cognate with:  sud 𒋤 (sud) ""to flick, undulate, wave; to hover; to flit, chase about; to wriggle, writhe"" Akk. našarbuṭu.]"
,
,Mount Lala (Mount of Lala)*
,
,
,"khupatar-pot- 𐎃𐎔𐎚𐎗 ḫptr (𐎃𐎔𐎗𐎚ḫbrṯ) / 𒂁 dug [Akk. karpatu]/𒄷𒌒𒉺𒅈(c.luwian ḫupar/ḫu-up-pa-ar) possible logographic meaning: clay pot/earthen-ware pot/stewpot, logographically composed of the signs:"
,"khubrush-vessel 𐎈𐎁𐎗𐎈 ḥbrh (𐎈𐎁𐎗 ḥbr)/ 𒂁𒉯 dug-ḫubur [Akk. hubūru] logographic meaning [Akk] ""a beer jar/(large beer vat)"", logographically composed of the signs:"
,"khubrush-vessel ḥbrh (ḥbr)/ (alt but not likely) 𒄷𒁍𒍑 hubuš  akk- ""to crush"""
,"Gabal 𐎂𐎁𐎍 gbl/ Arabic جَبَل (jabal) “mountain/mountains, mountain range”/Hebrew גְּבוּל (gəḇūl, “border”) “A border, a boundary, a limit, a line: a line dividing two fields, or two cities, or two countries, or the like/The area within a set of borders/An edge, an end, a limit”/ גְּבַל  (gəḇal) ”to border”, Arabic جُبَيْل (jubayl) “Byblos (a port city in Keserwan-Jbeil Governorate, Lebanon)” From Phoenician 𐤂𐤁𐤋 (gbl). From the same root as Arabic جَبَل (jabal, “mountain”) ][Though gbl normally is the semitic/arabic word to denote mountians, this specific use case seems to refer to border: (i.e) Cross over the mountain broder].[{Possibly cognate with til 𒌀(til) ""(to be) complete, completed; (to be) old, long-lasting; to make complete, end, finish (off)"" Akk. gamāru; labāru; qatû ] {Possibly cognate with kurzag  Old Babylonian wr. kur-zag ""mountain border"" missing Akk translation; if any}
"
,"Qa’al 𐎖𐎓𐎍 qʿl  possible logographic meaning: hill, vine blossom, ridge,[ possibly cognate with 𒃵 gurum ""to bend, curve, wrap around; to bow, bend over; to make bow; to roll up; to curb, restrain; to watch over; tendril; to kill; to tire"" Akk. kanāšu; kanānu; kapāpu; qadādu./Hulu 𒅆𒌨 ḫulu ""(to be) bad, evil; to make bad, evil, to corrupt; (to be) slight, lightweight; (to be) false; (to be) criminal, dishonest; enemy; (to be) bad-smelling, maloderous; (to be) narrow, difficult; to destroy; to raid; to strike the eyes; blinker, winker, one with vision problems; to be spoiled, rotten"" akk. Qallu; cognate with קַל • (kal) light (of low weight), (figuratively) light (of low importance), (figuratively) easy (not difficult) Related to Arabic قَلِيل (qalīl, “few”). and Ge'ez ቀለለ (ḳälälä). Properly meaning ""to be light"" קָלַל or קַל • (kalál or kal) (pa'al construction, future יֵקַל) (intransitive) to decrease, diminish , to be quick, swift , to be of little importance or worth, to be despised {other possibility: sig 𒋝 sig ""(to be) weak; (to be) thin, fine; (to be) low, lower; (to be) narrow; (to be) late; (to be) small; lowland; south, below"" Akk. enšu; qatnu; šaplītu} 
"
